Timestamp,Age ,Gender,Educational Background,"Do you regularly use AI tools (e.g., ChatGPT, Grammarly)","If yes, how often?",What tasks do you use AI for? ,"On a scale of 1–5, how dependent do you feel on AI?","Without using AI, write a paragraph :
""If the internet disappeared tomorrow, how would your life change?""
Please write without AI assistance. This helps us measure natural creativity and mental effort.",Were you aware that AI could generate write-ups?,How mentally tiring was the task?,How confident are you in your originality?,Were you tempted to use AI while writing?,Do you feel AI has reduced your own creativity?
7/25/2025 1:44:30 PM GMT+5:30,20,Female,High school or below,Yes,Once a day,Research,2,Not possible ,yes,2,10,Yes,Maybe
7/25/2025 1:48:49 PM GMT+5:30,19,Male,Undergraduate,Yes,Multiple times a day,Brainstorming,2,"My life would switch upside down. Right now everything I do during the day is linked to the internet in one way or the other. Be it be online education, online entertainment, games, connection with my friends and close ones and the list goes on. So it'll be a new experience. Of course adapting to the same will take time but I believe it will take the world towards a better future",yes,1,8,Yes,Yes
7/25/2025 12:04:34 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Research,3,I will become cobra,No,1,5,No,Maybe
7/25/2025 5:52:24 PM GMT+5:30,54,Male,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Brainstorming,4,Seems life too disappeared ,yes,1,10,No,Maybe
7/25/2025 12:02:40 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Writing;Research;Brainstorming,3,"It would be a drastic change as I am very dependent on the internet for versus things which as study’s, entertainment, and many other aspects ",yes,3,10,Yes,Yes
7/25/2025 4:25:43 PM GMT+5:30,19,Male,Undergraduate,Yes,Once a day,Writing;Research;Coding,2,"If the internet vanished tomorrow, my routine would be severely disrupted. Communication, work, and access to information would become slower and more limited. Daily tasks would demand greater effort, and global connectivity would shrink. Though it might foster mindfulness and deeper personal interactions, the transition would be abrupt and challenging.",yes,1,7,No,No
7/25/2025 4:25:39 PM GMT+5:30,22,Male,Graduate,Yes,Once a day,Writing;Coding;Brainstorming,3,"If the internet disappeared tomorrow, my life would change drastically. I rely on it daily for work, communication, entertainment, and even basic tasks like checking the weather or navigating directions. Without it, I’d have to return to more traditional methods—using paper maps, making phone calls, and visiting libraries for information. My work, which depends on online tools and email, would become slower and more limited, requiring face-to-face meetings or phone calls. Staying in touch with friends and family, especially those far away, would become more challenging. I'd likely spend more time outdoors or reading books, but the sudden shift would be overwhelming. Services like online banking, shopping, and news updates would disappear, creating inconveniences in everyday life. Although I might eventually adapt, the loss of instant access to information and global connection would leave a significant void and require a complete restructuring of how I live and interact with the world.",yes,1,10,No,Yes
7/25/2025 12:56:00 PM GMT+5:30,21,Female,Graduate,No,,,3,My life would be boring. There will be no reels to watch. There will be peace all around. I wouldn’t be able to do my upi payments. My parents are in other city I will not be able to vedio call them I will also not be able to recieve payments from my dad we will have to use cash which is difficult to handle ,yes,6,8,Yes,Yes
7/25/2025 4:16:41 PM GMT+5:30,35,Female,Postgraduate / PhD,Yes,Multiple times a day,Research;Brainstorming,3,It will be difficult ,yes,1,8,No,Maybe
7/25/2025 5:27:55 PM GMT+5:30,42,Female,Postgraduate / PhD,Yes,A few times a week,Research;Coding;Brainstorming,3,"The life will go to good old days when the work was only about producing output which were tangible. The work culture is going to change where the research , education , academics and other forms of jobs/service will be done only in physical mode. We will again have friends in physical format rather than the ones we have over FB , Instagram etc. rather than visiting the places online , we will start going to the places for real. Online shopping will go and visit to groceery stores, markets will flow again. Banks and Post offices will be flooded with people again . Transactions will be done with actual currency notes. So it has its own advantages and disadvantages. ",No,4,10,No,No
7/25/2025 1:56:27 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Writing;Research,5,I won't be able to masturbate as I am heavely dependent on porn. If porn disapperaed from my life I will be raping girls as my friend nitin do. I will become like him. I think most people watch porn for their self satisfaction but without porn self satisfaction will be difficult and I will rape girls. Follow my friend nitin!!!,No,1,5,No,Yes
7/25/2025 4:19:11 PM GMT+5:30,54,Male,Postgraduate / PhD,Yes,A few times a week,Writing;Research;Brainstorming,4,"If the internet disappeared tomorrow, I’d lose my digital second brain. My calendar, notes, contacts, and even memories live online. I'd have to print things, write more, and organize life with sticky notes again. It would also disrupt how I learn—no tutorials, no quick searches. I’d need to build more human networks for support and information. Work would become slower and less efficient. On the plus side, I might sleep better without screens and focus more on hobbies like painting or cooking. It would be frustrating at first, but I believe I’d gradually rediscover a more grounded way of living.",yes,1,10,Yes,Maybe
7/25/2025 11:51:44 AM GMT+5:30,20,Male,Undergraduate,Yes,Multiple times a day,Research,3,"I'll advise you if you need more responses, keep it short, people won't fill out your forms for 100 words. They simply dont have time.",yes,4,9,Yes,No
7/25/2025 12:21:44 PM GMT+5:30,21,Female,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Academic Work,4,Simar said so we fill the form,yes,8,10,No,Maybe
7/25/2025 1:43:28 PM GMT+5:30,18,Male,Undergraduate,Yes,Multiple times a day,Brainstorming,4,Life will change and tend to become like the old stories we read in books . ,yes,2,7,Yes,Yes
7/25/2025 5:41:52 PM GMT+5:30,20,Female,Undergraduate,Yes,Multiple times a day,Coding,3,"If the internet disappeared tomorrow, I’d lose my digital second brain. My calendar, notes, contacts, and even memories live online. I'd have to print things, write more, and organize life with sticky notes again. It would also disrupt how I learn—no tutorials, no quick searches. I’d need to build more human networks for support and information. Work would become slower and less efficient. On the plus side, I might sleep better without screens and focus more on hobbies like painting or cooking. It would be frustrating at first, but I believe I’d gradually rediscover a more grounded way of living.",yes,10,8,Yes,Maybe
7/25/2025 11:17:28 AM GMT+5:30,20,Male,Undergraduate,Yes,Once a day,Brainstorming,2,"As we frequently use web or other applications daily, so without internet a deep impact on emotions may impact.",yes,4,8,No,Maybe
7/25/2025 2:37:54 PM GMT+5:30,21,Female,Graduate,Yes,A few times a week,Writing;Research;Coding;Brainstorming,3,"If the internet vanished tomorrow, my routine would be severely disrupted. Communication, work, and access to information would become slower and more limited. Daily tasks would demand greater effort, and global connectivity would shrink. Though it might foster mindfulness and deeper personal interactions, the transition would be abrupt and challenging.",yes,6,6,Yes,Yes
7/25/2025 12:31:09 PM GMT+5:30,19,Male,Undergraduate,Yes,Multiple times a day,Writing;Coding;Brainstorming,3,"Losing the internet would feel like stepping into a different century. I’d have to rethink everything: how I learn, how I communicate, and even how I relax. Online classes, job portals, video calls—they’d all vanish. I’d miss my favorite podcasts and the ability to look up anything on a whim. But perhaps I’d finally finish those unread books and have deeper conversations. My social world would shrink, but maybe it would become more meaningful. I’d need to be more resourceful, and likely more patient. Life would slow down dramatically, forcing me to live more deliberately, one moment at a time.",yes,4,7,Yes,Yes
7/25/2025 12:44:17 PM GMT+5:30,19,Male,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,It would be difficult for us to live,yes,8,9,No,Maybe
7/25/2025 11:34:41 AM GMT+5:30,21,Female,Graduate,Yes,Once a day,Writing;Research,3,"In the age of internet everything is on your fingertips which is really convenient but the major blessings and curse is hyperconnectivity, We are connected with each other all the time and that is exactly what is making it tough for us to be creative on our own. History's most Creative People have gone through Boredom to create something truly magnificent yet Boredom is the most evil things seen today in this day and age because of Internet. Internet has truly provided us with huge opportunities in life but it's the very thing that is the cause of a lot of problems in our life, but again, Internet is just a tool, just like weapons, used by the wrong person, it is self destructive, Used by the right person, it is a blessing, so if it disappears tomorrow, a Hyper connectivity would go away, So I will connect with more people and be more creative in my life but convenience would also go away and life would become a lot slower and slower is the exact word, My generation Hates.",yes,4,8,Yes,Yes
7/25/2025 1:51:47 PM GMT+5:30,20,Female,Undergraduate,Yes,Multiple times a day,Research;Brainstorming,3,"If Internet is desepeare communication is slow down Education, work, and businesses would move back to offline systems, Although the initial days would be confusing and difficult to spent time without internet.",yes,6,7,Yes,Maybe
7/25/2025 12:57:00 PM GMT+5:30,21,Female,Undergraduate,Yes,Multiple times a day,Writing;Research;Brainstorming,3,Every research is based on primary data and thus will take ore time .,yes,2,7,Yes,Yes
7/25/2025 4:10:59 PM GMT+5:30,31,Male,Graduate,No,,,2,"This would have a huge impact on anyone in todays generation . We talk to our friends more often on internet than meeting physically . We consume a lot of content either educational , motivational or studies from the Internet . Most of people follow e books or notes rather then studying from bulky books ",yes,5,7,Yes,Yes
7/25/2025 6:09:37 PM GMT+5:30,34,Female,Graduate,Yes,Multiple times a day,Research;Coding;Brainstorming,3,"It would be really great ,all those hectic and eye strain will reduce although it will negatively impact my workflow but ,screen time will reduce and brain and eyes will feel more relaxed and calm . It would be great i will not more lonely and separated. Real interaction and real life meetings will increase , so yeah i am in favour of internet dissappear.However, the time required for works in every field will increase so much as internet is accessible anywhere and can be used anytime ,it is almost used in every field even the non-tech fields today, at the end i want to say i would be more happy and healthy if the internet disappears.",yes,2,5,Yes,Maybe
7/25/2025 12:13:20 PM GMT+5:30,25,Male,Graduate,Yes,Multiple times a day,Writing;Coding,4,"It would be really great ,all those hectic and eye strain will reduce although it will negatively impact my workflow but ,screen time will reduce and brain and eyes will feel more relaxed and calm . It would be great i will not more lonely and separated. Real interaction and real life meetings will increase , so yeah i am in favour of internet dissappear.However, the time required for works in every field will increase so much as internet is accessible anywhere and can be used anytime ,it is almost used in every field even the non-tech fields today, at the end i want to say i would be more happy and healthy if the internet disappears.",No,6,8,Yes,Maybe
7/25/2025 3:19:19 PM GMT+5:30,47,Male,Postgraduate / PhD,No,,,3,It's very difficult to write 100-150 words a paragraph without using AI. You can write simple sentences on it. ,No,1,10,No,No
7/25/2025 4:31:06 PM GMT+5:30,21,Female,Graduate,Yes,Multiple times a day,Brainstorming,4,Cannot write it properly ,yes,8,7,Yes,No
7/25/2025 5:43:57 PM GMT+5:30,27,Male,Graduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,5,"It actually would feel like a recharge moment, as there are lot of things that the Internet takes care of so basically we are dependent on it which comes with it’s own pros and cons. I feel the life will take a turn as it will come up with it’s own way to fulfil everything.",yes,7,8,No,Maybe
7/25/2025 3:59:48 PM GMT+5:30,21,Female,Undergraduate,Yes,Once a day,Research;Coding;Brainstorming,2,"In the age of internet everything is on your fingertips which is really convenient but the major blessings and curse is hyperconnectivity, We are connected with each other all the time and that is exactly what is making it tough for us to be creative on our own. History's most Creative People have gone through Boredom to create something truly magnificent yet Boredom is the most evil things seen today in this day and age because of Internet. Internet has truly provided us with huge opportunities in life but it's the very thing that is the cause of a lot of problems in our life, but again, Internet is just a tool, just like weapons, used by the wrong person, it is self destructive, Used by the right person, it is a blessing, so if it disappears tomorrow, a Hyper connectivity would go away, So I will connect with more people and be more creative in my life but convenience would also go away and life would become a lot slower and slower is the exact word, My generation Hates.",yes,4,10,No,Yes
7/25/2025 2:47:53 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Research;Understanding my study material + research,4,It would be difficult as I live far from my family and without internet I wont be able to talk to them. ,yes,6,3,Yes,Yes
7/25/2025 12:07:44 PM GMT+5:30,54,Male,Postgraduate / PhD,Yes,A few times a week,Writing;Research;Brainstorming,3,"If the internet disappeared tomorrow, my life becomes a boon for me,but at a same time it also feel curse anywhere without internet. Without internet I can fully focused on my work and try to brainstorm more on the topics and their questions. My creativity and critical thinking are on peak if interest disappeared tomorrow. Also I feel secured and less distracted as no internet means no social media which doesn't make me distract and feel some kind of insecurity to me. I can meet my friends or if any client or interviewer face to face which gives me more knowledge related to the field where I go work or buisness meetings requirements by opposition and also main point through their facial expressions and body language,I can understand their intution,their behaviour and their needs and wants properly which helps me to go according to it or not. Now every coin has it's two sides, we talk about boon side and now curse side. Without internet, I can't communicate with people who are very far away from us with no telephone requirement there,also online meeting with that client who live in another country can't be possible. Also without internet I and other people can't do online shoping, attend any course or lecture as a student and also in today's world Internet is the great source of knowledge and information,so if it disappeared I can't get all the information which makes me feel backward from people. Without this I can't transfer the money direct to another one who live anywhere. So, at the end, I say that internet in today's world is our main requirement. Without this I can survive somewhere very easily but at somewhere I cannot survive in the society in a fully manner.",yes,5,7,Yes,Maybe
7/25/2025 12:51:13 PM GMT+5:30,21,Female,Graduate,Yes,Multiple times a day,Writing;Coding;Brainstorming,3,"It has both pros and cons, pros will be people will get close to nature and start thinking of themself and cons are it will take up the jobs and rise to unstable financial conditions.",yes,6,5,No,Yes
7/25/2025 5:14:20 PM GMT+5:30,21,Female,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,In professional framing of message it will be a great drawback and somewhere in career as internet help me do to my research ,yes,5,10,Yes,No
7/25/2025 12:18:10 PM GMT+5:30,22,Female,Graduate,No,,,2,"It would be really great ,all those hectic and eye strain will reduce although it will negatively impact my workflow but ,screen time will reduce and brain and eyes will feel more relaxed and calm . It would be great i will not more lonely and separated. Real interaction and real life meetings will increase , so yeah i am in favour of internet dissappear.However, the time required for works in every field will increase so much as internet is accessible anywhere and can be used anytime ,it is almost used in every field even the non-tech fields today, at the end i want to say i would be more happy and healthy if the internet disappears.",yes,5,7,Yes,Yes
7/25/2025 5:02:23 PM GMT+5:30,37,Female,Postgraduate / PhD,Yes,Once a day,Writing;Research,2,"Pta nahi boss kaise krenge
Abhi toh dimaag chalna banda hogya hae AI ke karan",yes,1,8,No,Maybe
7/25/2025 6:14:18 PM GMT+5:30,18,Male,Undergraduate,Yes,Multiple times a day,Writing;Research,4,I have to write many emails so productivity would get low as then i have to check many times about punctuation error etc,yes,10,9,Yes,Maybe
7/25/2025 12:46:46 PM GMT+5:30,21,Male,Undergraduate,No,,,1,"If internet disappeared tomorrow, my life would be affected significantly. I am a researcher who depends on the use of internet for writing and reading a lot of research published across the globe, which will reduce significantly as I will have to depend on libraries and published magazines, which may not be as readily available as it is with the presence of internet. One of the many activities I do in my day is doomscrolling LinkedIn to stay aware of the recent positions, which I will have to look upon for in the newspapers for hours if the internet disappears. So, overall, many of us deeply rely on the use of Internet and our life can become unimaginable if it disappears.",yes,3,9,Yes,Yes
7/25/2025 1:44:43 PM GMT+5:30,36,Male,Postgraduate / PhD,Yes,Multiple times a day,Research,5,"It would be a drastic change as I am very dependent on the internet for versus things which as study’s, entertainment, and many other aspects ",yes,5,8,Yes,Maybe
7/25/2025 5:07:19 PM GMT+5:30,19,Female,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,4,"If internet disappeared Tom... It hd both advantages and disadvantages. 
Our lyf is totally change... All our digital work stops... Online payments then manually. Social media totally gone, one side it's tym saving.. Most of time we wasted on scrolling funny memes, otherside our touch with others is totally gone.. If we are not connected...tym consuming= we use letters to send message on far places. Study=  online coaching from abroad is totally vanish... We need do daily up down for far coachings.. Study source reduce... Because updated re-search are not easily available on library's..because we need review some latest research papers to continue this...conclusion...if internet disappeared lyf is difficult. ",No,1,7,Yes,Maybe
7/25/2025 11:12:36 AM GMT+5:30,20,Male,Undergraduate,No,,,1,"- I will make the maximum use of internet today.
- I will wait for day after tomorrow.
- All my fake IDs (angel priya) will be of no use.
- Days will be easier but nights would be so long.
- Bluetooth era will come again (nostalgia).",No,1,6,Yes,Yes
7/25/2025 11:33:18 AM GMT+5:30,22,Male,Graduate,Yes,Rarely,Writing;Research;Brainstorming,3,"If Internet is desepeare communication is slow down Education, work, and businesses would move back to offline systems, Although the initial days would be confusing and difficult to spent time without internet.",yes,8,10,No,No
7/25/2025 6:42:19 PM GMT+5:30,27,Male,Graduate,Yes,A few times a week,Research,3,If talking about life without internet that is going to be too damn difficult because starting from how I will reach my work place to talking to my friends I need it everyday internet is like a basic necessity if we don't have recharge for a day the dsy goes too damn slow not because we don't want to work or anything because all the work is dependent on it and I think my work would not exist without internet as what would I do of the websites if no one is going to use or have access to it,yes,5,6,No,Yes
7/25/2025 6:40:57 PM GMT+5:30,19,Female,Undergraduate,Yes,Multiple times a day,Brainstorming,5,"If the internet disappeared tomorrow, life will get so unexpected and unreal for some time but with the time the life will get adopt that too.",yes,5,6,No,Maybe
7/25/2025 4:48:58 PM GMT+5:30,28,Female,Graduate,Yes,Once a day,Writing;Research;Coding;Brainstorming,2,"It has both pros and cons, pros will be people will get close to nature and start thinking of themself and cons are it will take up the jobs and rise to unstable financial conditions.",yes,1,5,No,No
7/25/2025 10:56:57 AM GMT+5:30,52,Female,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,It is unimaginable. ,yes,3,8,No,Maybe
7/25/2025 1:46:30 PM GMT+5:30,23,Male,Graduate,Yes,A few times a week,Writing;Research;Coding;Academic Work,3,"If the internet disappeared tomorrow, my life becomes a boon for me,but at a same time it also feel curse anywhere without internet. Without internet I can fully focused on my work and try to brainstorm more on the topics and their questions. My creativity and critical thinking are on peak if interest disappeared tomorrow. Also I feel secured and less distracted as no internet means no social media which doesn't make me distract and feel some kind of insecurity to me. I can meet my friends or if any client or interviewer face to face which gives me more knowledge related to the field where I go work or buisness meetings requirements by opposition and also main point through their facial expressions and body language,I can understand their intution,their behaviour and their needs and wants properly which helps me to go according to it or not. Now every coin has it's two sides, we talk about boon side and now curse side. Without internet, I can't communicate with people who are very far away from us with no telephone requirement there,also online meeting with that client who live in another country can't be possible. Also without internet I and other people can't do online shoping, attend any course or lecture as a student and also in today's world Internet is the great source of knowledge and information,so if it disappeared I can't get all the information which makes me feel backward from people. Without this I can't transfer the money direct to another one who live anywhere. So, at the end, I say that internet in today's world is our main requirement. Without this I can survive somewhere very easily but at somewhere I cannot survive in the society in a fully manner.",yes,4,10,No,Maybe
7/25/2025 12:49:48 PM GMT+5:30,19,Male,Undergraduate,Yes,Multiple times a day,Writing;Research,3,It is unimaginable. ,yes,3,6,Yes,Yes
7/25/2025 11:05:48 AM GMT+5:30,19,Female,Undergraduate,Yes,Once a day,Research,5,"As we frequently use web or other applications daily, so without internet a deep impact on emotions may impact.",yes,2,3,Yes,No
7/25/2025 4:08:45 PM GMT+5:30,23,Female,Graduate,Yes,Multiple times a day,Research;Coding;Brainstorming,3,"It would be a drastic change as I am very dependent on the internet for versus things which as study’s, entertainment, and many other aspects ",yes,4,5,No,No
7/25/2025 6:13:44 PM GMT+5:30,39,Female,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Brainstorming,3,"If the internet suddenly disappeared, the world would be a very different place. We would have to find new ways to communicate, learn, work, and entertain ourselves.
Without the internet, we would have to rely on traditional methods of communication, such as phone calls, letters, and face-to-face conversations. This would make it more difficult to stay in touch with friends and family who live far away. It would also make it more difficult to do business, as many companies now rely on the internet to communicate with customers and suppliers.
Without the internet, we would have to find new ways to learn. We could go to libraries or bookstores to find books and other resources. We could also take classes at local schools or community centers. However, it would be more difficult to access the vast amount of information that is available online.
Without the internet, many people would be unable to work. This is because many jobs now require employees to have access to the internet. For example, many people work in online customer service, sales, or marketing. Others work as programmers, web designers, or social media managers.
If the internet suddenly disappeared, it would take some time for people to adjust. However, humans are adaptable creatures and we would eventually find ways to cope. We would find new ways to communicate, learn, work, and entertain ourselves.
People would start using traditional methods of communication, such as phone calls, letters, and face-to-face conversations.
People would go to libraries and bookstores to find books and other resources.
People would find new ways to entertain themselves, such as watching TV, listening to the radio, reading books, going to the movies, concerts, or sporting events.
It would be a challenging time, but people would eventually adapt and find ways to thrive in a world without the internet.",yes,3,5,Yes,No
7/25/2025 4:01:36 PM GMT+5:30,19,Male,Undergraduate,Yes,A few times a week,Research;Brainstorming,4,"Internet has become an extremely important part of our day-to-day lives. Be it for study purposes, working purposes or general entertainment. We use internet in all these aspects of our life. We have made ourselves very dependent on it. If the internet were to disappear it would lead a lot of problems. Our connection with our distant friends and family would be lost considering social media is the thing the binds us nowadays. The assignments which were done in few hours would take days to complete. Resource material for study would decrease a lot considering I use most of that material which is available on internet. And many such things would be observed. So imagining a life without internet seems unrealistic.",yes,10,10,Yes,Yes
7/25/2025 12:25:05 PM GMT+5:30,50,Male,Postgraduate / PhD,Yes,A few times a week,Coding,4,"The thought itself is quite hard to fathom. I believe we are so dependent on the internet currently that atleast 80% of our social lives as well as networking depends on it. I also think due to the availability of the internet it has been easier for us to become aware of current affairs. However, if the internet was to go, i do believe that life might just get a lot greener and healthier.",yes,6,6,Yes,Yes
7/25/2025 11:56:13 AM GMT+5:30,52,Male,Postgraduate / PhD,Yes,Once a day,Writing;Research;Coding;Academic Work,2,"The thought itself is quite hard to fathom. I believe we are so dependent on the internet currently that atleast 80% of our social lives as well as networking depends on it. I also think due to the availability of the internet it has been easier for us to become aware of current affairs. However, if the internet was to go, i do believe that life might just get a lot greener and healthier.",yes,5,10,No,Yes
7/25/2025 4:00:10 PM GMT+5:30,23,Female,Graduate,Yes,A few times a week,Writing;Research,2,I cant,No,5,7,Yes,No
7/25/2025 6:50:06 PM GMT+5:30,21,Male,Undergraduate,Yes,A few times a week,Research,2,I think life becomes more difficult and hard if internet disappeared ,yes,1,8,No,Yes
7/25/2025 6:50:57 PM GMT+5:30,28,Female,Graduate,Yes,Once a day,Writing;Research;Coding;Brainstorming,3,I cant,No,3,10,No,Maybe
7/25/2025 5:26:38 PM GMT+5:30,21,Male,Graduate,Yes,Rarely,Writing;Research,1,"If internet disappears tomorrow, things might be slower because of us being used to use it several times a day. But, I will manage it by shifting my focus towards the things i usually pay zero attention to. I believe without internet it would be more peaceful and present in our real lives and nothing’s more good than that.",yes,6,10,No,Yes
7/25/2025 5:52:25 PM GMT+5:30,52,Female,Postgraduate / PhD,Yes,Multiple times a day,Research,3,"If the internet disappeared tomorrow, the whole life will change as everyone is dependent on internet, the work will be stopped in corporates, schools, colleges, institutes etc. as internet is required everywhere and in everything. ",yes,8,5,Yes,Yes
7/25/2025 11:53:37 AM GMT+5:30,54,Male,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding,3,"If the internet disappeared tomorrow, life will get so unexpected and unreal for some time but with the time the life will get adopt that too.",yes,2,10,No,No
7/25/2025 2:22:09 PM GMT+5:30,31,Female,Graduate,Yes,Multiple times a day,Writing,4,"If the internet disappeared tomorrow, it would be a sudden change, difficult to digest but if we look at the bigger picture life would become alot more peaceful and serene. People would go back to the traditional ways connecting with nature and the people around them which is the conventional way. ",yes,8,3,Yes,Yes
7/25/2025 2:51:02 PM GMT+5:30,21,Female,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Academic Work,4,"If internet disappears, then to be honest, we can’t do anything, life will stop, if AI will disappear, that’s not a big issue, but internet is important. Internet is necessary for communication with other people quickly, searching things that will take time using physical resources, and for learning instantly something, we need internet, for entertainment, we need internet since we can choose what to watch at what time which is impossible by a TV. So, internet is very important.",yes,10,8,No,Yes
7/25/2025 5:20:44 PM GMT+5:30,27,Male,Graduate,Yes,A few times a week,Coding,2,I cant,yes,6,7,Yes,Yes
7/25/2025 12:29:09 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Research,3,"If Internet is desepeare communication is slow down Education, work, and businesses would move back to offline systems, Although the initial days would be confusing and difficult to spent time without internet.",yes,1,10,No,Maybe
7/25/2025 5:55:56 PM GMT+5:30,19,Female,Undergraduate,Yes,Rarely,Research;Understanding my study material + research,2,"If the internet disappeared tomorrow, my life definitely wont be the same . Most of my life whether social or educational is highly dependant on internet so ofcourse that would be the first area that would be effected . I honestly find it really hard to imagine a life without internet but i somehow believe it would be calmer . ",yes,1,5,No,No
7/25/2025 6:25:51 PM GMT+5:30,52,Female,Postgraduate / PhD,Yes,Multiple times a day,Research,3,No,No,6,10,No,No
7/25/2025 11:25:19 AM GMT+5:30,46,Male,Postgraduate / PhD,Yes,Multiple times a day,Coding,3,Seems life too disappeared ,yes,1,8,No,No
7/25/2025 4:30:43 PM GMT+5:30,45,Male,Postgraduate / PhD,Yes,Multiple times a day,Research;Coding;Brainstorming,3,"If the internet vanished tomorrow, I’d fully spiral, just vibes and silence. Spotify gone. YouTube gone. Chaos.  Sure, maybe I’d touch grass or whatever, but I’d be pissed about it the entire time.
And since, i’m studying tech, not basket weaving. So without the internet?  that takes  forever.Networking? Gone. Keeping up with new tech or skills? Basically impossible. It’s not just about convenience—it’s my entire damn career path. Sure, maybe I’d adapt, but it’d be hard.",No,8,10,No,No
7/25/2025 1:48:03 PM GMT+5:30,21,Female,Graduate,Yes,Multiple times a day,Writing,3,"I cannot do anything without internet, these days, if internet stops, the life stops. We need internet for everything these days. We cannot communicate to people without internet. We need internet even for learning things, to read information or search online, we need to message people etc. I will most likely do nothing without the internet. I cannot study without internet, play guitar without internet, go to gym without internet, watch movies without internet, or I need to find information, I need Wikipedia, there is not enough storage to keep encyclopedias at home. I need internet to book cab, to register something online, to apply somewhere online. I need internet to research my assignments or create PowerPoint presentation. Without internet, everything is nearly impossible. And lastly, social media is the source of entertainment and information. and even to listen music, we need internet.",No,10,6,Yes,Maybe
7/25/2025 1:15:30 PM GMT+5:30,30,Female,Postgraduate / PhD,Yes,Once a day,Writing;Coding,3,"If the internet disappeared tomorrow, it would be a sudden change, difficult to digest but if we look at the bigger picture life would become alot more peaceful and serene. People would go back to the traditional ways connecting with nature and the people around them which is the conventional way. ",yes,3,10,Yes,Yes
7/25/2025 11:31:45 AM GMT+5:30,21,Female,Undergraduate,Yes,A few times a week,Writing;Research;Brainstorming,4,I cant,yes,1,3,Yes,Yes
7/25/2025 6:33:44 PM GMT+5:30,37,Female,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research,3,I cant,yes,6,10,No,No
7/25/2025 2:12:26 PM GMT+5:30,27,Male,Graduate,No,,,1,"Completely different lifestyle, would be focused more onto the real life activities than spending time on screens.",No,10,10,No,No
7/25/2025 2:12:43 PM GMT+5:30,20,Female,Undergraduate,No,,,1,"This would have a huge impact on anyone in todays generation . We talk to our friends more often on internet than meeting physically . We consume a lot of content either educational , motivational or studies from the Internet . Most of people follow e books or notes rather then studying from bulky books ",yes,10,5,Yes,Yes
2025/11/02 11:57:10 PM GMT+5:30,28,Male,Graduate,Yes,Multiple times a day,Writing;Research;Brainstorming,3,Death,No,4,7,Yes,Maybe
7/25/2025 1:39:47 PM GMT+5:30,47,Female,Postgraduate / PhD,No,,,1,Not possible ,yes,3,10,No,Maybe
7/25/2025 10:58:13 AM GMT+5:30,23,Male,Graduate,Yes,A few times a week,Writing;Research,4,Every research is based on primary data and thus will take ore time .,No,4,8,Yes,Yes
7/25/2025 1:37:55 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding,3,"Someone's who's into digital marketing, it would make much difference in my life but it ain't because of AI much",yes,10,6,Yes,Yes
7/25/2025 5:22:16 PM GMT+5:30,19,Female,Undergraduate,Yes,Once a day,Writing;Research,3,"If the internet disappeared, it would definitely change everyone's life in both negative and positive ways. Disconnect from social world resulting to isolated environment where people do not have means to share information to large scale. This situation will totally degrade the value of technologies we are using with internet facility. Positive aspect is that people waste a lot of time using internet for exploring outer world, disappeared internet facility gives more time to explore inner world by connecting to our true being and focusing on self-growth.  ",yes,2,5,No,No
7/25/2025 11:54:08 AM GMT+5:30,19,Male,Undergraduate,Yes,Once a day,Research,2,People will experience the ancient life .,No,1,9,No,Maybe
7/25/2025 3:05:24 PM GMT+5:30,18,Female,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding,3,"If the internet disappeared tomorrow, the whole life will change as everyone is dependent on internet, the work will be stopped in corporates, schools, colleges, institutes etc. as internet is required everywhere and in everything. ",yes,6,6,Yes,Maybe
7/25/2025 4:15:45 PM GMT+5:30,19,Female,Undergraduate,Yes,A few times a week,Writing;Research;Brainstorming,2,"My life would become a little different from what it is now. The evolution of technology has made everyone a little dependent on internet for browsing stuff. Sometimes I do become lethargic and depend on AI for completing tasks that require brainstorming. Vanishing of internet, will encourage me to use more of my own ideas and have individuality over my work. However, life would become a little difficult without the existence of internet. ",yes,1,10,No,No
